1625677918,38.891149,-86.849148,1596.6948,AC9AE8,1625674318,38.17946,-86.75944,
1625677918,38.891149,-86.849148,1596.6948,A6E7AC,1625674318,39.23717,-87.48282,
1625677918,38.891149,-86.849148,1596.6948,A63D42,1625674318,38.91721,-86.23090,
1625677918,38.891149,-86.849148,1596.6948,AC789B,1625674318,39.61484,-87.07446,
1625677920,38.891152,-86.849206,1588.4652,A2EB79,1625674320,39.35899,-87.36450,
1625677920,38.891152,-86.849206,1588.4652,AA763F,1625674320,39.60851,-86.27802,
1625677922,38.891153,-86.849261,1579.80888,A51E7D,1625674322,39.65277,-87.03775,
1625677921,38.891152,-86.849233,1584.28944,A66223,1625674321,38.74911,-87.21289,
1625677922,38.891153,-86.849261,1579.80888,ADA6BF,1625674322,39.18965,-86.87463,
1625677924,38.891156,-86.849302,1574.4444,AB8F0D,1625674324,39.44804,-87.18176,
1625677924,38.891156,-86.849302,1574.4444,AC769B,1625674324,39.82837,-86.40604,
1625677924,38.891156,-86.849302,1574.4444,A6E7AC,1625674324,39.23886,-87.48324,
1625677926,38.89116,-86.849359,1567.06824,A2EB79,1625674326,39.36131,-87.36239,
1625677927,38.891162,-86.849389,1563.13632,A504D0,1625674327,37.95809,-86.31665,
1625677927,38.891162,-86.849389,1563.13632,A66223,1625674327,38.74897,-87.21838,
1625677927,38.891162,-86.849389,1563.13632,A64850,1625674327,38.67448,-87.14697,
1625677928,38.891163,-86.849404,1561.1856,A993FC,1625674328,38.53320,-86.27045,
1625677929,38.891166,-86.849436,1556.766,A01B80,1625674329,39.05165,-87.41498,
1625677927,38.891162,-86.849389,1563.13632,A389CA,1625674327,39.12022,-87.59949,
1625677929,38.891166,-86.849436,1556.766,A62F6E,1625674329,38.72054,-86.68953,
1625677928,38.891163,-86.849404,1561.1856,A63D42,1625674328,38.90608,-86.22180,
1625677930,38.891169,-86.849469,1552.0416,AC789B,1625674330,39.61459,-87.10749,
1625677931,38.89117,-86.849485,1549.69464,AB8F0D,1625674331,39.45103,-87.20165,
1625677929,38.891166,-86.849436,1556.766,A6E7AC,1625674329,39.24005,-87.48358,
1625677931,38.89117,-86.849485,1549.69464,AD74F2,1625674331,39.38734,-87.30365,
1625677931,38.89117,-86.849485,1549.69464,A2EB79,1625674331,39.36359,-87.36023,
1625677933,38.891172,-86.84955,1540.67256,AB8F0D,1625674333,39.45227,-87.20977,
1625677932,38.891171,-86.849518,1545.336,ADA6BF,1625674332,39.20457,-86.85297,
1625677934,38.891173,-86.849566,1538.38656,ABEF52,1625674334,38.38843,-86.90250,
1625677935,38.891175,-86.849597,1534.30224,A51E7D,1625674335,39.64787,-87.05692,
1625677935,38.891175,-86.849597,1534.30224,A62F6E,1625674335,38.71733,-86.69013,
1625677937,38.891177,-86.84966,1525.73736,AA763F,1625674337,39.61867,-86.25689,
1625677935,38.891175,-86.849597,1534.30224,AD74F2,1625674335,39.38915,-87.30383,
1625677937,38.891177,-86.84966,1525.73736,A6E7AC,1625674337,39.24256,-87.48401,
1625677937,38.891177,-86.84966,1525.73736,A66223,1625674337,38.74887,-87.22249,
1625677938,38.891179,-86.849692,1521.28728,A56C21,1625674338,39.58818,-87.24279,
1625677935,38.891175,-86.849597,1534.30224,A32321,1625674335,38.81512,-87.90680,
1625677938,38.891179,-86.849692,1521.28728,A01B80,1625674338,39.05457,-87.39039,
1625677938,38.891179,-86.849692,1521.28728,A389CA,1625674338,39.11105,-87.60547,
1625677938,38.891179,-86.849692,1521.28728,ACDBF4,1625674338,38.71696,-87.36262,
1625677938,38.891179,-86.849692,1521.28728,A2B081,1625674338,39.19075,-86.52979,
1625677938,38.891179,-86.849692,1521.28728,AC789B,1625674338,39.61442,-87.12701,
1625677940,38.891182,-86.849738,1514.97792,A11136,1625674340,38.34448,-87.58394,
1625677942,38.891186,-86.849798,1506.53496,A2EB79,1625674342,39.36769,-87.35638,
1625677942,38.891186,-86.849798,1506.53496,A64850,1625674342,38.68053,-87.13287,
1625677945,38.891192,-86.849886,1494.7392,ACDBF4,1625674345,38.70387,-87.35886,
1625677945,38.891192,-86.849886,1494.7392,A62F6E,1625674345,38.71284,-86.69104,
1625677947,38.891195,-86.849931,1488.67368,A2B081,1625674347,39.20050,-86.50862,
1625677948,38.891196,-86.84996,1484.8332,A64850,1625674348,38.68245,-87.12725,
1625677951,38.8912,-86.850037,1474.53096,AB8F0D,1625674351,39.45865,-87.25256,
1625677951,38.8912,-86.850037,1474.53096,ABEF52,1625674351,38.35439,-86.89911,
1625677950,38.891198,-86.850006,1478.67624,A64850,1625674350,38.68305,-87.12506,
1625677951,38.8912,-86.850037,1474.53096,AC769B,1625674351,39.83597,-86.32860,
1625677951,38.8912,-86.850037,1474.53096,A01B80,1625674351,39.05768,-87.36334,
1625677951,38.8912,-86.850037,1474.53096,A64850,1625674351,38.68327,-87.12409,
1625677953,38.891205,-86.850105,1465.0212,A62F6E,1625674353,38.70932,-86.69168,
1625677953,38.891205,-86.850105,1465.0212,AD74F2,1625674353,39.39995,-87.30662,
1625677955,38.891208,-86.850159,1457.91936,A2EB79,1625674355,39.37276,-87.35158,
1625677952,38.891202,-86.850071,1469.77608,A389CA,1625674352,39.09439,-87.61644,
1625677953,38.891205,-86.850105,1465.0212,0D0B6A,1625674353,39.40375,-87.25013,
1625677955,38.891208,-86.850159,1457.91936,AC769B,1625674355,39.83720,-86.31546,
